student_id,student_email,course,grade,subject,period,late,year,attendance,assignment_type,exam_score,task_score,estrato,edad
11,maria.garcia@estudiantescol.edu.co,1-A,4.67,Matemáticas,3,0,2024,0.92,QUIZ,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.52,Matemáticas,3,0,2024,0.92,EXAMEN,4.52,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.89,Matemáticas,3,0,2024,0.92,PROYECTO,0,4.89,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.71,Matemáticas,3,0,2024,0.92,PARTICIPACION,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.75,Matemáticas,3,0,2024,0.92,TAREA,0,4.75,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.9,Matemáticas,3,0,2024,0.92,PARTICIPACION,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.95,Matemáticas,4,0,2024,0.92,PARTICIPACION,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.78,Matemáticas,4,0,2024,0.92,TAREA,0,4.78,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.88,Matemáticas,4,0,2024,0.92,QUIZ,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.74,Matemáticas,4,0,2024,0.92,TAREA,0,4.74,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.87,Matemáticas,4,1,2024,0.92,PROYECTO,0,4.87,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.89,Matemáticas,4,1,2024,0.92,EXAMEN,4.89,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.91,Matemáticas,4,0,2024,0.92,EXAMEN,4.91,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.53,Matemáticas,4,0,2024,0.92,QUIZ,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.63,Inglés,1,0,2024,0.92,TAREA,0,4.63,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.9,Inglés,1,0,2024,0.92,PARTICIPACION,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.97,Inglés,1,0,2024,0.92,TAREA,0,4.97,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.84,Inglés,1,0,2024,0.92,EXAMEN,4.84,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.69,Inglés,1,1,2024,0.92,QUIZ,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.54,Inglés,1,0,2024,0.92,PROYECTO,0,4.54,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.85,Inglés,1,1,2024,0.92,PROYECTO,0,4.85,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.79,Inglés,2,0,2024,0.92,EXAMEN,4.79,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.64,Inglés,2,1,2024,0.92,PROYECTO,0,4.64,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.9,Inglés,2,1,2024,0.92,QUIZ,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.6,Inglés,2,0,2024,0.92,PARTICIPACION,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.63,Inglés,2,0,2024,0.92,PROYECTO,0,4.63,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.77,Inglés,2,0,2024,0.92,TAREA,0,4.77,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.52,Inglés,2,0,2024,0.92,EXAMEN,4.52,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.75,Inglés,2,0,2024,0.92,TAREA,0,4.75,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.81,Inglés,3,0,2024,0.92,QUIZ,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.65,Inglés,3,0,2024,0.92,TAREA,0,4.65,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.51,Inglés,3,0,2024,0.92,PARTICIPACION,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.64,Inglés,3,0,2024,0.92,TAREA,0,4.64,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.94,Inglés,3,0,2024,0.92,PROYECTO,0,4.94,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.89,Inglés,3,0,2024,0.92,PARTICIPACION,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.88,Inglés,3,0,2024,0.92,EXAMEN,4.88,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.69,Inglés,4,0,2024,0.92,PROYECTO,0,4.69,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.44,Inglés,4,0,2024,0.92,QUIZ,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.66,Inglés,4,0,2024,0.92,TAREA,0,4.66,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.55,Inglés,4,0,2024,0.92,EXAMEN,4.55,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.85,Inglés,4,0,2024,0.92,QUIZ,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.78,Inglés,4,0,2024,0.92,PARTICIPACION,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.76,Inglés,4,0,2024,0.92,EXAMEN,4.76,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.89,Primerología,1,0,2024,0.92,TAREA,0,4.89,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.55,Primerología,1,0,2024,0.92,QUIZ,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.81,Primerología,1,1,2024,0.92,PROYECTO,0,4.81,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.59,Primerología,1,1,2024,0.92,EXAMEN,4.59,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.85,Primerología,1,0,2024,0.92,PARTICIPACION,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.76,Primerología,1,1,2024,0.92,QUIZ,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.52,Primerología,1,0,2024,0.92,TAREA,0,4.52,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.78,Primerología,2,0,2024,0.92,PARTICIPACION,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.87,Primerología,2,0,2024,0.92,PARTICIPACION,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.77,Primerología,2,0,2024,0.92,PROYECTO,0,4.77,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.6,Primerología,2,0,2024,0.92,EXAMEN,4.6,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.9,Primerología,2,0,2024,0.92,QUIZ,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.76,Primerología,2,1,2024,0.92,QUIZ,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.76,Primerología,2,0,2024,0.92,TAREA,0,4.76,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.6,Primerología,3,0,2024,0.92,EXAMEN,4.6,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.79,Primerología,3,1,2024,0.92,EXAMEN,4.79,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.86,Primerología,3,0,2024,0.92,TAREA,0,4.86,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.62,Primerología,3,0,2024,0.92,PARTICIPACION,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,5.0,Primerología,3,0,2024,0.92,TAREA,0,5.0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.59,Primerología,3,1,2024,0.92,QUIZ,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.5,Primerología,3,0,2024,0.92,PROYECTO,0,4.5,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.61,Primerología,4,0,2024,0.92,QUIZ,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.61,Primerología,4,0,2024,0.92,EXAMEN,4.61,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.95,Primerología,4,0,2024,0.92,TAREA,0,4.95,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.94,Primerología,4,0,2024,0.92,PARTICIPACION,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.65,Primerología,4,0,2024,0.92,QUIZ,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.59,Primerología,4,0,2024,0.92,PROYECTO,0,4.59,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.88,Lengua,1,0,2024,0.92,EXAMEN,4.88,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.78,Lengua,1,0,2024,0.92,QUIZ,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.79,Lengua,1,0,2024,0.92,PARTICIPACION,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.66,Lengua,1,0,2024,0.92,TAREA,0,4.66,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.65,Lengua,1,0,2024,0.92,PROYECTO,0,4.65,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.88,Lengua,1,1,2024,0.92,PROYECTO,0,4.88,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.84,Lengua,1,1,2024,0.92,PARTICIPACION,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,5.0,Lengua,2,1,2024,0.92,PARTICIPACION,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.68,Lengua,2,1,2024,0.92,PROYECTO,0,4.68,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.91,Lengua,2,1,2024,0.92,EXAMEN,4.91,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.9,Lengua,2,1,2024,0.92,TAREA,0,4.9,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.67,Lengua,2,0,2024,0.92,PARTICIPACION,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.65,Lengua,2,0,2024,0.92,PROYECTO,0,4.65,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.74,Lengua,2,0,2024,0.92,EXAMEN,4.74,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.78,Lengua,2,1,2024,0.92,QUIZ,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.89,Lengua,3,0,2024,0.92,QUIZ,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.93,Lengua,3,0,2024,0.92,TAREA,0,4.93,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.49,Lengua,3,0,2024,0.92,TAREA,0,4.49,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.99,Lengua,3,0,2024,0.92,EXAMEN,4.99,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.86,Lengua,3,0,2024,0.92,PROYECTO,0,4.86,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.54,Lengua,3,0,2024,0.92,PROYECTO,0,4.54,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.78,Lengua,3,0,2024,0.92,PARTICIPACION,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.58,Lengua,4,0,2024,0.92,EXAMEN,4.58,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.94,Lengua,4,1,2024,0.92,PARTICIPACION,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.69,Lengua,4,0,2024,0.92,QUIZ,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.5,Lengua,4,0,2024,0.92,PROYECTO,0,4.5,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,5.0,Lengua,4,0,2024,0.92,PARTICIPACION,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.75,Lengua,4,0,2024,0.92,TAREA,0,4.75,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.72,Lengua,4,0,2024,0.92,EXAMEN,4.72,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.63,Lengua,4,0,2024,0.92,QUIZ,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.85,Lengua,4,0,2024,0.92,TAREA,0,4.85,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.48,Tecnología,1,0,2024,0.92,PROYECTO,0,4.48,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.84,Tecnología,1,0,2024,0.92,EXAMEN,4.84,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.97,Tecnología,1,0,2024,0.92,QUIZ,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.83,Tecnología,1,0,2024,0.92,PARTICIPACION,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.5,Tecnología,1,1,2024,0.92,PARTICIPACION,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.59,Tecnología,1,0,2024,0.92,TAREA,0,4.59,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.54,Tecnología,1,0,2024,0.92,TAREA,0,4.54,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.87,Tecnología,2,0,2024,0.92,PARTICIPACION,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.76,Tecnología,2,0,2024,0.92,EXAMEN,4.76,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.58,Tecnología,2,0,2024,0.92,QUIZ,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.77,Tecnología,2,0,2024,0.92,TAREA,0,4.77,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.6,Tecnología,2,1,2024,0.92,PROYECTO,0,4.6,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.56,Tecnología,2,0,2024,0.92,TAREA,0,4.56,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.55,Tecnología,3,0,2024,0.92,EXAMEN,4.55,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.88,Tecnología,3,1,2024,0.92,TAREA,0,4.88,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.63,Tecnología,3,0,2024,0.92,PROYECTO,0,4.63,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,5.0,Tecnología,3,0,2024,0.92,QUIZ,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.89,Tecnología,3,0,2024,0.92,TAREA,0,4.89,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,5.0,Tecnología,3,1,2024,0.92,PARTICIPACION,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.93,Tecnología,3,0,2024,0.92,PROYECTO,0,4.93,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.66,Tecnología,3,0,2024,0.92,EXAMEN,4.66,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,5.0,Tecnología,4,1,2024,0.92,PARTICIPACION,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.63,Tecnología,4,1,2024,0.92,QUIZ,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.65,Tecnología,4,1,2024,0.92,EXAMEN,4.65,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.77,Tecnología,4,1,2024,0.92,TAREA,0,4.77,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.51,Tecnología,4,1,2024,0.92,PROYECTO,0,4.51,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.61,Tecnología,4,0,2024,0.92,PARTICIPACION,0,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.56,Tecnología,4,1,2024,0.92,PROYECTO,0,4.56,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,4.85,Tecnología,4,0,2024,0.92,EXAMEN,4.85,0,4,7
11,maria.garcia@estudiantescol.edu.co,1-A,0.05,Matemáticas,1,0,2024,0.92,TAREA,0,0.05,4,7
12,carlos.martinez@estudiantescol.edu.co,1-A,3.8,Matemáticas,1,1,2024,0.88,EXAMEN,3.8,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.15,Matemáticas,1,0,2024,0.88,EXAMEN,4.15,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,3.91,Matemáticas,1,0,2024,0.88,TAREA,0,3.91,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.03,Matemáticas,1,0,2024,0.88,PROYECTO,0,4.03,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.36,Matemáticas,1,0,2024,0.88,QUIZ,0,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.14,Matemáticas,1,1,2024,0.88,QUIZ,0,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.38,Matemáticas,1,1,2024,0.88,PARTICIPACION,0,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.39,Matemáticas,1,1,2024,0.88,PROYECTO,0,4.39,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.03,Matemáticas,1,0,2024,0.88,PARTICIPACION,0,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.26,Matemáticas,2,0,2024,0.88,PARTICIPACION,0,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.18,Matemáticas,2,0,2024,0.88,QUIZ,0,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,3.92,Matemáticas,2,0,2024,0.88,PROYECTO,0,3.92,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.11,Matemáticas,2,0,2024,0.88,PARTICIPACION,0,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.2,Matemáticas,2,0,2024,0.88,PROYECTO,0,4.2,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.25,Matemáticas,2,1,2024,0.88,TAREA,0,4.25,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.42,Matemáticas,2,0,2024,0.88,EXAMEN,4.42,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.12,Matemáticas,3,0,2024,0.88,PROYECTO,0,4.12,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,3.82,Matemáticas,3,1,2024,0.88,QUIZ,0,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.37,Matemáticas,3,1,2024,0.88,EXAMEN,4.37,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.17,Matemáticas,3,0,2024,0.88,PROYECTO,0,4.17,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.4,Matemáticas,3,0,2024,0.88,PARTICIPACION,0,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.22,Matemáticas,3,1,2024,0.88,TAREA,0,4.22,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.06,Matemáticas,3,0,2024,0.88,PARTICIPACION,0,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.32,Matemáticas,4,1,2024,0.88,PARTICIPACION,0,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.61,Matemáticas,4,0,2024,0.88,TAREA,0,4.61,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.09,Matemáticas,4,0,2024,0.88,QUIZ,0,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.2,Matemáticas,4,0,2024,0.88,TAREA,0,4.2,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,3.98,Matemáticas,4,0,2024,0.88,PROYECTO,0,3.98,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.21,Matemáticas,4,0,2024,0.88,EXAMEN,4.21,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.47,Matemáticas,4,0,2024,0.88,EXAMEN,4.47,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.45,Matemáticas,4,0,2024,0.88,QUIZ,0,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.12,Inglés,1,0,2024,0.88,TAREA,0,4.12,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.35,Inglés,1,0,2024,0.88,PARTICIPACION,0,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.54,Inglés,1,1,2024,0.88,TAREA,0,4.54,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.06,Inglés,1,0,2024,0.88,EXAMEN,4.06,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.47,Inglés,1,0,2024,0.88,QUIZ,0,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.27,Inglés,1,0,2024,0.88,PROYECTO,0,4.27,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.25,Inglés,1,0,2024,0.88,PROYECTO,0,4.25,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.22,Inglés,2,0,2024,0.88,EXAMEN,4.22,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.64,Inglés,2,0,2024,0.88,PROYECTO,0,4.64,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.12,Inglés,2,0,2024,0.88,QUIZ,0,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.27,Inglés,2,1,2024,0.88,PARTICIPACION,0,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.33,Inglés,2,0,2024,0.88,PROYECTO,0,4.33,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.01,Inglés,2,1,2024,0.88,TAREA,0,4.01,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.34,Inglés,2,0,2024,0.88,EXAMEN,4.34,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.14,Inglés,2,1,2024,0.88,TAREA,0,4.14,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.07,Inglés,3,0,2024,0.88,QUIZ,0,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.12,Inglés,3,0,2024,0.88,TAREA,0,4.12,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.52,Inglés,3,0,2024,0.88,PARTICIPACION,0,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.39,Inglés,3,0,2024,0.88,TAREA,0,4.39,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.56,Inglés,3,1,2024,0.88,PROYECTO,0,4.56,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.43,Inglés,3,1,2024,0.88,PARTICIPACION,0,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.12,Inglés,3,1,2024,0.88,EXAMEN,4.12,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.09,Inglés,4,0,2024,0.88,PROYECTO,0,4.09,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.22,Inglés,4,1,2024,0.88,QUIZ,0,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.05,Inglés,4,0,2024,0.88,TAREA,0,4.05,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.4,Inglés,4,0,2024,0.88,EXAMEN,4.4,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.31,Inglés,4,0,2024,0.88,QUIZ,0,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.0,Inglés,4,0,2024,0.88,PARTICIPACION,0,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.37,Inglés,4,1,2024,0.88,EXAMEN,4.37,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.22,Primerología,1,0,2024,0.88,TAREA,0,4.22,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.28,Primerología,1,1,2024,0.88,QUIZ,0,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.41,Primerología,1,1,2024,0.88,PROYECTO,0,4.41,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.36,Primerología,1,0,2024,0.88,EXAMEN,4.36,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.41,Primerología,1,1,2024,0.88,PARTICIPACION,0,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.21,Primerología,1,0,2024,0.88,QUIZ,0,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.52,Primerología,1,0,2024,0.88,TAREA,0,4.52,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,3.9,Primerología,2,1,2024,0.88,PARTICIPACION,0,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.23,Primerología,2,0,2024,0.88,PARTICIPACION,0,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,3.93,Primerología,2,1,2024,0.88,PROYECTO,0,3.93,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.26,Primerología,2,1,2024,0.88,EXAMEN,4.26,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.15,Primerología,2,0,2024,0.88,QUIZ,0,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.22,Primerología,2,1,2024,0.88,QUIZ,0,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,3.94,Primerología,2,0,2024,0.88,TAREA,0,3.94,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,3.95,Primerología,3,1,2024,0.88,EXAMEN,3.95,0,3,6
12,carlos.martinez@estudiantescol.edu.co,1-A,4.23,Primerología,3,0,2024,0.88,EXAMEN,4.23,0,3,6
